Name,URL,Summary,Category
Vista Center for the Blind and Visually Impaired,https://volunteerinfo.org/vista-center-for-the-blind-and-visually-impaired/,"At Vista Center, we advance our mission of empowering individuals who are blind or visually impaired to embrace life to the fullest by serving individuals of all ages, living in San Mateo, Santa Clara, Santa Cruz and San Benito Counties, …","Disability and Special Needs, Independent Living, Monterey Bay Area, Palo Alto, Peninsula, Santa Cruz"
Institute on Aging,https://volunteerinfo.org/institute-on-aging/,"Institute on Aging (IOA) is a community-based, non-profit organization that touches the lives of thousands of seniors in San Francisco, Marin, and the Peninsula. IOA’s service mission is to enhance the quality of life for our diverse community of adults …","Disability and Special Needs, Independent Living, Mental Health, Peninsula, San Francisco, Seniors"
AIDS Emergency Fund,https://volunteerinfo.org/aids-emergency-fund/,"AIDS Emergency Fund responds compassionately to the AIDS crisis by providing immediate, short-term financial assistance to help people disabled by HIV/AIDS to cover their basic human needs and stabilize their living situations. VISION STATEMENT AIDS Emergency Fund operates with low …","Disability and Special Needs, Funding and Financial Assistance, Health and Medicine, Housing and Homelessness, Human Rights and Civil Liberties, Peninsula, San Francisco, Substance Abuse"
American Red Cross – Bay Area Chapter,https://volunteerinfo.org/american-red-cross-bay-area-chapter/,"The American Red Cross Bay Area Chapter provides relief to those affected by disasters and empowers individuals in our community to prevent, prepare for and respond to emergencies. By helping people in the Bay Area learn how to take care …","Disaster Relief, Emergency and Safety, Peninsula, San Francisco"
Scholar Match,https://volunteerinfo.org/scholar-match/,"VOLUNTEER COLLEGE COACH (VIRTUAL) Having a college degree is one of the most powerful ways to increase economic mobility in society. However, most first-generation college students face the unique challenge of having little to no guidance in applying to college. …","East Bay, Job and Workplace, Mentorship and Tutoring, North Bay, Peer Counseling, Peninsula, South Bay, Youth"
Satellite Affordable Housing Associates,https://volunteerinfo.org/satellite-affordable-housing-associates/,"Satellite Affordable Housing Associates provides quality affordable housing to a diverse population of Bay Area residents. In addition to providing housing, SAHA also provides resident services aimed at connecting residents with resources in the community. The resident services department includes …","East Bay, Housing and Homelessness, Human Services, North Bay, Peninsula, Seniors, South Bay, Urban"
ReCARES,https://volunteerinfo.org/recares/,"ReCARES is a small volunteer-run environmental and community service non-profit organization. We aim to increase access to medical equipment and supplies while reducing unnecessary environmental waste. We collect donations of clean, gently used medical equipment and supplies, then redistribute them …","East Bay, Environment, Health and Medicine, Oakland, Peninsula, San Francisco, Sustainability"
White Pony Express,https://volunteerinfo.org/white-pony-express-2/,Our mission is to help eliminate hunger and poverty by delivering the abundance all around us to those in need – with love.,"East Bay, Food and Clothing, Human Services, Hunger, Poverty and Hunger, Sustainability"
San Francisco Maritime National Historical Park,https://volunteerinfo.org/san-francisco-maritime-national-historical-park/,San Francisco Maritime National Historical Park Docents share their unique maritime knowledge with park visitors through educational programs and informal contacts. This Active Docent opportunity is open to all US Residents & the Territories thereof. All Active Maritime Volunteers MUST …,"East Bay, Education and Literacy, Environment, Museums and History, Peninsula, Research and Science, San Francisco, South Bay"
Pleasanton Public Library – Adult Literacy,https://volunteerinfo.org/pleasanton-public-library-adult-literacy/,Are you looking for a an opportunity to make a positive difference in your community? Both new & native adult residents need help with English skills to participate fully in our society. Enjoy this meaningful and interesting volunteer job and …,"East Bay, Education and Literacy, Human Services, Immigrants and Refugees, Peninsula, Pleasanton, South Bay"
Grid Alternatives,https://volunteerinfo.org/grid-alternatives/,"Volunteering on a solar installation with GRID Alternatives is a great way to give back to your community while getting hands-on with solar technology. No experience is required. Whether you are a solar enthusiast, community activist, a volunteer with your …","East Bay, Energy Conservation, Environment, Peninsula, Research and Science, South Bay"
Foster City Village,https://volunteerinfo.org/foster-city-village/,"Foster City Village supports older adults as they age in our community. We provide transportation, practical assistance, social connections, companionship and access to services and educational opportunities. We are neighbors helping neighbors. We invite all volunteers who can offer their …","East Bay, Foster City, Housing and Homelessness, Independent Living, Peninsula, Seniors"
USS Hornet Museum,https://volunteerinfo.org/uss-hornet-museum/,"Aircraft Carrier Hornet Foundation preserves and honors the legacy of the USS Hornet, a national historic landmark, and its role in naval aviation, the defense of our country, the Apollo Program and exploration of space. The USS Hornet Museum connects …","East Bay, Fairfield, Museums and History, North Bay"
iMentor,https://volunteerinfo.org/imentor/,iMentor partners with under-resourced public high schools and matches every single junior with a college-educated mentor who works with them through their first year of college. Mentor-mentee pairs are supported by a technology platform that runs them through a college …,"East Bay, Education and Literacy, Mentorship and Tutoring, Oakland, Youth"
Global Glimpse,https://volunteerinfo.org/global-glimpse/,"Global Glimpse is a movement of hundreds of passionate, determined problem-solvers collaborating across borders to bring life-changing education abroad to high school students from all socioeconomic backgrounds. We are committed to building a new generation of diverse young leaders who …","East Bay, Education and Literacy, International, Mentorship and Tutoring, Oakland, Travel and Transportation"
The Tree Monkey Project,https://volunteerinfo.org/the-tree-monkey-project/,"Tree Monkey Project is dedicated to improving people’s lives through the strategic use of tree climbing skills and equipment, and protecting the forests and their sensitive habitats in the process. The Tree Monkey Project needs help in the following ways: …","East Bay, Emergency and Safety, International, Miscellaneous, North Bay, Peninsula, Rural, South Bay, Sports and Recreation, Travel and Transportation"
North Oakland Village,https://volunteerinfo.org/north-oakland-village/,"North Oakland Village is a membership organization supporting aging in place in Oakland and Piedmont. Volunteers provide the majority of the services to members, including driving, home visiting, home handyperson help, assisting in the office, planning and organizing community-building events.","East Bay, Human Services, Independent Living, Oakland, Piedmont, Seniors, Travel and Transportation"
Doctors Medical Center,https://volunteerinfo.org/doctors-medical-center/,"The staff and patients at Doctors Medical Center need YOU! Become a hospital volunteer and join the Doctors Medical Center (DMC) Service League! As a volunteer you will receive training, support and satisfaction in knowing you are making a difference. …","East Bay, Health and Medicine, San Pablo"
Asante Africa Foundation,https://volunteerinfo.org/asante-africa-foundation/,Asante Africa Foundation is a 501(c)(3) nonprofit organization that promotes quality educational access and leadership development for children in East Africa (Kenya and Tanzania). Asante Africa Foundation believes in the power of knowledge as a catalyst to help young people …,"East Bay, Education and Literacy, Oakland, Peninsula, Race and Ethnicity, South Bay, Youth"
A New America,https://volunteerinfo.org/3411-2/,"Develop your professional skills while making a direct impact in your community by helping immigrant and low income families become self-sufficient through asset building, entrepreneurship, and community-building. Get involved at any stage of the process from providing clients with a …","East Bay, Economic Development, Funding and Financial Assistance, Job and Workplace, Personal Finance, South Bay"
,https://volunteerinfo.org/3407-2/,"Raising A Reader provides high-quality, age-appropriate books and shared reading techniques to low-income families to ensure that all children enter school with the tools they need to succeed. We have a number of ongoing volunteer opportunities including book sorting, bag …","East Bay, Education and Literacy, Peninsula, San Francisco, South Bay"
Helping2Read,https://volunteerinfo.org/helping2read/,Helping2Read is a organization that helps deserving kids learn to read English. The Organization helps kids globally and locally in the bay area. Looking for volunteers who can help teach kids reading either in person in bay area locations or …,"East Bay, Education and Literacy, Mentorship and Tutoring, Peninsula, South Bay"
Oakland Digital Arts & Literary Center,https://volunteerinfo.org/oakland-digital-arts-literary-center/,"Love social media? Love small businesses? Are you passionate about helping the local community? Fantastic, we’d love for you to help mentor an Oakland small business owner! Oakland Digital Arts & Literacy Center (www.odalc.org) teaches Oakland small businesses how to …","East Bay, Economic Development, Job and Workplace, Media and Broadcasting, Oakland"
Camron-Stanford House,https://volunteerinfo.org/amron-stanford-house/,"The Camron-Stanford House is the last of the beautiful 19th century mansions that once surrounded Lake Merritt. In its long life, the house was the private residence of five families instrumental in the development of the City of Oakland and …","East Bay, Museums and History, Oakland"
Civicorps Schools,https://volunteerinfo.org/civicorps-schools/,"Located in West Oakland, Civicorps’ Academic and Professional Pathway program helps young adults, ages 18-24, obtain a high-school diploma, secure a living wage, pursue post-secondary education, and embark on family sustaining careers. Civicorps is looking for volunteers to provide one-on-one …","East Bay, Education and Literacy, Employment, Mentorship and Tutoring, Oakland, Youth"
East Bay College Fund,https://volunteerinfo.org/east-bay-college-fund/,"East Bay College Fund is an educational non-profit organization located in downtown Oakland. Our mission is to help under-represented students access and success in college. East Bay College Fund aspires to involve the whole community in providing college access services, …","East Bay, Education and Literacy, Youth"
Trinity Center Walnut Creek,https://volunteerinfo.org/trinity-center-walnut-creek/,"Trinity Center offers a Safety Net of Basic Human Services, including: Food, breakfast & hot lunch Showers & Laundry Clothing Mail and Telephone Access Referral Services Help with benefit applications Community Trinity Center serves people who are homeless and those …","East Bay, Food and Clothing, Human Services, Hunger, Poverty and Hunger, Walnut Creek"
Encore! The Talk Show for Seniors,https://volunteerinfo.org/encore-the-talk-show-for-seniors/,"We make senior lifestyles our business, spotlighting Housing, Healthcare and Financial Programs & Services for the benefit of our Community Audiences. We do this through Relevant Conversation, Educational Information, and Joyful Play in a talk show called: Encore! The Talk …","East Bay, Education and Literacy, North Bay, Peninsula, Seniors, South Bay"
Minds Matter San Francisco,https://volunteerinfo.org/minds-matter-san-francisco/,Minds Matter is a non-profit volunteer organization dedicated to helping motivated students from low-income families achieve academic success. Each student is matched to a pair of young professional mentors who provide individualized support and guidance to help the student navigate …,"East Bay, Education and Literacy, Mentorship and Tutoring, Peninsula, San Francisco"
Breakthrough Silicon Valley,https://volunteerinfo.org/breakthrough-silicon-valley-2/,"Our dual mission reflects our desire to positively change the path of each of our student’s lives, to increase the number of talented teachers joining the education workforce, and to have a beneficial impact on our community. To that end, …","East Bay, Education and Literacy, North Bay, Peninsula, South Bay"
Habitat for Humanity Greater San Francisco ReStore,https://volunteerinfo.org/habitat-for-humanity-greater-san-francisco-restore/,"The Habitat for Humanity ReStore is a volunteer-driven home improvement store that accepts and resells new and gently used building materials, appliances and furniture to the general public at a fraction of their normal retail price. All proceeds go to …","East Bay, Environment, Housing and Homelessness, North Bay, Peninsula, San Francisco, South Bay, Sustainability"
WriterCoach Connection,https://volunteerinfo.org/writer-coach-connection/,"WriterCoach Connection coaches critical thinking and clear writing skills in East Bay classrooms and after-school programs, engaging, encouraging and inspiring young people to develop fundamental skills that will prepare them for productive and meaningful lives. Volunteers commit to 1-2 hours …","East Bay, Education and Literacy, Miscellaneous, Oakland, Peer Counseling, Youth"
ALS Association Golden West Chapter,https://volunteerinfo.org/als-association-golden-west-chapter/,OUR MISSION: Leading the fight to treat and cure ALS through global research and nationwide advocacy while also empowering people with Lou Gehrig’s Disease and their families to live fuller lives by providing them with compassionate care and support,"East Bay, Health and Medicine, North Bay, Peninsula, Research and Science, South Bay"
American Lung Association in California,https://volunteerinfo.org/american-lung-association-in-california/,"The American Lung Association in California saves lives and improves the health of Californians and their lungs. Through research, education and advocacy, we fight to reduce smoking, keep the air we breathe clean, prevent and treat lung diseases such …","East Bay, Environment, Health and Medicine, North Bay, Peninsula, Research and Science, South Bay"
Epilepsy Foundation of Northern California,https://volunteerinfo.org/epilepsy-foundation-of-northern-california/,"The Epilepsy Foundation of Northern California is a 501(c)(3) charitable organization leading the fight to stop seizures, find a cure and overcome the challenges created by epilepsy.","East Bay, Health and Medicine, North Bay, Peninsula, Research and Science, South Bay"
San Pablo Watershed Neighbors Education & Restoration Society (SPAWNERS),https://volunteerinfo.org/san-pablo-watershed-neighbors-education-restoration-society-spawners/,"Mission: to protect the San Pablo Creek Watershed and inspire community appreciation and stewardship through advocacy, education, and habitat restoration. SPAWNERS formed in the spring of 2000 to bring together local residents interested in making the creek a community asset, …","East Bay, Environment, San Pablo"
Society of St. Vincent de Paul of Alameda County,https://volunteerinfo.org/society-of-st-vincent-de-paul-of-alameda-county/,"The Society of St. Vincent de Paul is a nonprofit organization that provides direct assistance to needy men, women and children in Alameda County. The organization, celebrating 70 years of service,exists to meet the needs of the poor and the …","East Bay, Employment, Food and Clothing, Health and Medicine, Oakland"
The Salvation Army International,https://volunteerinfo.org/the-salvation-army-international/,"The Salvation Army, an international movement, is an evangelical part of the universal Christian Church. Its message is based on the Bible. Its ministry is motivated by the love of God. Its mission is to preach the gospel of Jesus …","East Bay, North Bay, Peninsula, Religion and Spirituality, South Bay"
College Track,https://volunteerinfo.org/college-track/,"College Track is the catalyst for change for under-resourced high school students who are motivated to earn a college degree. Since its inception, College Track has grown each year, strengthening its services and expanding its program to support more and …","East Bay, Education and Literacy, Oakland"
Charlotte Maxwell Complementary Clinic,https://volunteerinfo.org/charlotte-maxwell-complementary-clinic/,The Charlotte Maxwell Complementary Clinic is a community of dedicated women volunteers who have diverse skills and experiences. We are healthcare practitioners and healthcare advocates; we are community organizers; we are lesbians and straight women. We are unified in our …,"East Bay, Health and Medicine, Oakland, Women"
Chabot Space & Science Center,https://volunteerinfo.org/chabot-space-science-center/,"The mission of Chabot Space & Science Center is to be a place for students of all ages to learn and be inspired about the Universe and our Planet Earth. Founded as an observatory in 1883, today Chabot offers visitors …","East Bay, Museums and History, Oakland, Research and Science"
Central Committee for Conscientious Objectors (CCCO),https://volunteerinfo.org/central-committee-for-conscientious-objectors-ccco/,The Central Committee for Conscientious Objectors (CCCO) supports conscientious objectors and promotes individual and collective resistance to war and preparations for war. We seek to provide full and accurate information about military life and war to individuals affected by military …,"East Bay, Oakland, Veterans and Military Families"
Be A Mentor,https://volunteerinfo.org/be-a-mentor/,"Be A Mentor, Inc. has been positively interacting with at-risk and academically low performing youth since its founding in 1992 and continues to connect youth with challenging home lives with dedicated volunteer adults throughout the San Francisco Bay Area. Be …","East Bay, Hayward, Mentorship and Tutoring"
Bay Area Legal Aid,https://volunteerinfo.org/bay-area-legal-aid/,"Access to legal advocacy is critical to ensuring that Bay Area residents living in poverty understand and assert their rights to create stability for themselves and their families. Each year BayLegal’s services benefit 70,000 Bay Area residents.","East Bay, Justice and Legal, Oakland"
Jewish Coalition for Literacy,https://volunteerinfo.org/jewish-coalition-for-literacy-2/,"The Bay Area Jewish Coalition for Literacy (JCL) is an affiliate of the National Jewish Coalition for Literacy. JCL aims to help reverse the trend of illiteracy across the country by mobilizing thousands of volunteer reading tutors, organizing book drives, …","East Bay, Education and Literacy, Oakland, Palo Alto, Peninsula, San Francisco"
Bay Area Girls Rock Camp,https://volunteerinfo.org/bay-area-girls-rock-camp/,Bay Area Girls Rock Camp is a nonprofit dedicated to building confidence and empowering girls through music. We offer summer camps and after-school programs in Oakland for girls ages 8-18 years old. Want to help girls discover the power of …,"East Bay, Oakland, Performing and Fine Arts"
Project Open Hand,https://volunteerinfo.org/project-open-hand/,"Since 1985, Project Open Hand has been providing “meals with love” to people living with serious illnesses and to seniors in San Francisco and Alameda County and has served as a model for over 100 organizations all over the world. …","East Bay, Food and Clothing, Oakland, Peninsula, San Francisco, Seniors"
People’s Grocery,https://volunteerinfo.org/peoples-grocery/,People’s Grocery is a health and wealth organization – our mission is to improve the health and economy of West Oakland through the local food system. We pursue positive community change and address social determinants of health through a food …,"East Bay, Food and Clothing, Nutrition and Exercise, Oakland"
Mount Diablo Interpretive Association,https://volunteerinfo.org/mount-diablo-interpretive-association/,The Association actively encourages MDIA members to become involved in its operation and growth in as many ways as possible. These jobs allow members to commit to as little as a couple of hours a week and still provide vital …,"East Bay, Environment, Walnut Creek"
MedShare (Surplus Medical Equipment and Supplies),https://volunteerinfo.org/medshare-surplus-medical-equipment-and-supplies/,"According to Healthcare Without Harm, U.S. hospitals generate more than two million tons of medical waste each year. Much of that waste is unused medical supplies and equipment. Meanwhile, the World Health Organization estimates that more than 10 million children …","East Bay, Health and Medicine, International, San Leandro"
Life Eldercare,https://volunteerinfo.org/life-eldercare/,"LIFE ElderCare weaves together the connective threads of family, friends, neighbors, medical professionals and businesses into a tapestry of supportive relationships and services that help frail seniors remain independent and in their own homes. By reducing the likelihood of malnutrition, …","East Bay, Fremont, Health and Medicine, Newark, Nutrition and Exercise, Seniors, Union City"
Jewish Coalition for Literacy,https://volunteerinfo.org/jewish-coalition-for-literacy/,"Who We Are The Bay Area Jewish Coalition for Literacy (JCL) is an affiliate of the National Jewish Coalition for Literacy. JCL aims to help reverse the trend of illiteracy across the country by mobilizing thousands of volunteer reading tutors, …","East Bay, Education and Literacy, Oakland, Peninsula, San Francisco, Santa Clara, South Bay"
Heavenly Valley-Skyline Ski Patrol,https://volunteerinfo.org/heavenly-valley-skyline-ski-patrol/,"Heavenly Area Ski Patrol, has been in existence since 1960 and is part of the National Ski Patrol system. Joining Heavenly Area Ski Patrol involves becoming a member of the National Ski Patrol System of America. National Ski Patrol (NSP) …","East Bay, Environment, North Bay"
Harbor House Ministries,https://volunteerinfo.org/harbor-house-ministries/,"Harbor House believes that everyone deserves the opportunity to live well and thrive. Unfortunately, people in low-income communities face barriers to such opportunities. Harbor House emphasizes holistic ministry as the way to provide opportunities for people to fulfull their potential. …","East Bay, Oakland, Religion and Spirituality"
Habitat for Humanity – East Bay,https://volunteerinfo.org/habitat-for-humanity-east-bay/,"Founded in 1988, Habitat for Humanity East Bay was formed as an independent affiliate of Habitat for Humanity International serving Alameda and Contra Costa Counties. Our mission is to create successful homeownership opportunities for families with limited incomes by building …","East Bay, Housing and Homelessness, Oakland"
Habitat for Humanity,https://volunteerinfo.org/habitat-for-humanity/,"Western Regional Center 534 22nd Street, Suite 209 Oakland, CA 94612 510/286-8960 510/286-8968 Fax Alameda County Habitat for Humanity East Bay Contra Costa County Habitat for Humanity East Bay Monterey County Monterey County HfH 1000 S. Main Street, Suite 693 …","East Bay, Housing and Homelessness, North Bay, Peninsula, South Bay"
Haas Center for Public Services,https://volunteerinfo.org/haas-center-for-public-services/,"The FISP database is an online searchable database containing 525+ fellowships, internships and other established service programs collected from websites and print resources. With a few exceptions, opportunities included in the database meet the following criteria: are public service opportunities …","East Bay, International, Job and Workplace, North Bay, Peninsula, South Bay"
The ReUse People,https://volunteerinfo.org/the-reuse-people/,"Since 1993, architects, contractors and building owners have relied on TRP to keep reusable and recyclable building materials out of overburdened landfills. By de-constructing (instead of demolishing) a building, TRP is able to salvage up to 80 percent of the …","East Bay, Environment, Oakland, Sustainability"
Refugee Transitions,https://volunteerinfo.org/refugee-transitions/,"Refugee Transitions’ mission is to assist refugee and immigrant families in becoming self-sufficient in the United States by providing services to help them attain the English language, life, job and academic skills they need to succeed in their new communities. …","East Bay, Immigrants and Refugees, International, Oakland, Peninsula, San Francisco, San Jose, South Bay"
FESCO – The Family Shelter,https://volunteerinfo.org/fesco-the-family-shelter/,"FESCO — the Family Emergency Shelter Coalition — is a nonprofit organization comprised of over 30 churches and community members in the Hayward, Castro Valley, San Lorenzo and San Leandro, California area…reaching out to serve homeless families with food, shelter, …","East Bay, Hayward, Housing and Homelessness"
East Bay Regional Park District,https://volunteerinfo.org/east-bay-regional-park-district/,"The East Bay Regional Park District spans Alameda and Contra Costa counties east of San Francisco with 108,000+ acres in 65 parks including over 1,200 miles of trails for hiking, biking, horseback riding and nature study. The Park District offers …","East Bay, Environment, Oakland"
Operation HOPE,https://volunteerinfo.org/operation-hope/,"Mission To expand economic opportunity in under-served communities through economic education and empowerment. Operation HOPE (HOPE) improves the economic quality of life for individuals, families and communities through programs that create stakeholders: converting check cashing customers into banking customers, renters …","East Bay, Funding and Financial Assistance, Oakland"
National Multiple Sclerosis Society – Northern California Chapter,https://volunteerinfo.org/national-multiple-sclerosis-society-northern-california-chapter/,"Knowlege is power. Learning all you can about MS will help you better evaluate your options for managing symptoms, treatments, coordination with your health care team, and living well with your MS. MS affects each person differently so understanding the …","East Bay, Fundraising, Health and Medicine, Oakland"
Women’s Initiative for Self-Employment,https://volunteerinfo.org/womens-initiative-for-self-employment/,"Since 1988, Women’s Initiative has been assisting high-potential low-income women who dream of business ownership. Through an intensive 20 session program — in English or Spanish — women are enabled to start, or expand their business. Inspiring High-Potential, Low-Income Women …","East Bay, Job and Workplace, Oakland, Peninsula, San Francisco, Women"
Donald P. McCullum Youth Court,https://volunteerinfo.org/donald-p-mccullum-youth-court/,"The mission of McCullum Youth Court is to offer youth offenders a second chance through restorative justice, peer accountability, and empowering opportunities; and to engage all youth – especially those at risk for entering the juvenile justice system – in …","East Bay, Human Rights and Civil Liberties, Justice and Legal, Oakland, Youth"
Uhuru Foods,https://volunteerinfo.org/uhuru-foods/,"UHURU FOODS MISSION “To create, produce and sell the freshest natural food that raises resources supporting African self-determination and self-sustaining economic development projects. To educate the public on health, nutrition and the environment and build international relationships to acquire land …","East Bay, Economic Development, International, Nutrition and Exercise, Oakland, Sustainability"
Animal Rescue Foundation,https://volunteerinfo.org/animal-rescue-foundation/,"ARF saves dogs and cats who have run out of time at public shelters and brings people and animals together to enrich each others lives. ARF strives to create a world where every loving dog and cat has a home, …","East Bay, Walnut Creek"
Alameda County Food Bank,https://volunteerinfo.org/alameda-county-food-bank/,The Alameda County Community Food Bank has been in business since 1985 … with a vision toward a day when we can go out of business. We are the hub of a vast collection and distribution network that provides food …,"East Bay, Food and Clothing, Nutrition and Exercise, Oakland, Poverty and Hunger"
AIDS Volunteer Clearinghouse,https://volunteerinfo.org/aids-volunteer-clearinghouse/,"1904 FRANKLIN STREET, SUITE 211 OAKLAND, CA 94612 (510) 419-3970 MISSION To foster volunteerism in previously untargeted populations, i.e., people of color and people of diverse sexual communities. To generate, recruit, train, and refer, on an ongoing basis, volunteers from …","East Bay, Health and Medicine, Oakland"
AIDSVideos.org,https://volunteerinfo.org/aidsvideos-org/,Our mission is to prevent the spread of HIV and to help those affected by making all the world’s HIV/AIDS prevention education videos in all the world’s languages available for free. You can stream the videos from YouTube or download …,"East Bay, Immigrants and Refugees, North Bay, Peninsula, South Bay"
ACCESS: Women’s Health Justice,https://volunteerinfo.org/access-womens-health-justice/,"ACCESS removes barriers and builds the power of women to achieve reproductive justice. Most people believe that reproductive health care is easy to get in California, because we enjoy some of the strongest reproductive rights in the nation. Medi-Cal covers …","East Bay, Family Planning, Health and Medicine, Immigrants and Refugees, Oakland, Policy Advocacy, Women"
Rising International,https://volunteerinfo.org/rising-international/,"Rising promotes ownership of craft-based businesses by women in both impoverished areas of developed nations as well as in developing nations. Our focus is primarily on women in high risk environments such as those in refugee camps, those living with …","Economic Development, Funding and Financial Assistance, International, Monterey Bay Area, Santa Cruz, Women"
Oxfam Action Corps,https://volunteerinfo.org/oxfam-action-corps/,"Who we are Oxfam America is an international relief and development organization that creates lasting solutions to poverty, hunger, and injustice. Together with individuals and local groups in more than 90 countries, Oxfam saves lives, helps people overcome poverty, and …","Economic Development, Hunger, International, Peninsula, San Francisco"
Science from Scientists,https://volunteerinfo.org/science-for-scientists/,"Our vision is to inspire students, ignite interest, and improve STEM competency with the goal of filling the workforce pipeline with talented, competent individuals. We are able to harness selectively chosen and trained real scientists with advanced STEM degrees to …","Education and Literacy, Research and Science, Youth"
African Library Project,https://volunteerinfo.org/african-library-project-2/,"African Library Project establishes partnerships with African-based organizations that specialize in education, library or community development. Our partners must be capable of supporting the development of 30-60 libraries per year. We work in English-speaking African countries that meet our criteria …","Education and Literacy, International, Library and Resource Centers, Rural"
CCIS – Community Committee for International Students,https://volunteerinfo.org/ccis-community-committee-for-international-students/,"The mission of CCIS is “Connecting Stanford Internationals with the Community.” Hospitality Meeting with people from other countries is our reward. CCIS is a volunteer organization that supports international graduate students, visiting scholars and their families at Stanford University. We …","Education and Literacy, International, Library and Resource Centers, Peninsula"
Education Outside,https://volunteerinfo.org/education-outside/,Education Outside is changing science education in urban public elementary schools by teaching outdoors. We spark children’s interest in science and connect them to the natural world through hands-on learning in school gardens at 37 school sites across San Francisco. …,"Education and Literacy, Environment, Peninsula, San Francisco, Youth"
Henry M. Gunn High School – Speech and Debate Club Palo Alto,https://volunteerinfo.org/henry-m-gunn-high-school-speech-and-debate-club-palo-alto/,"Did you debate competitively in high school or college? Would you like to help coach a high school debate team? If so, here’s a great opportunity for you. The Gunn High School Speech & Debate Club is looking for a …","Education and Literacy, Mentorship and Tutoring, Palo Alto, Peninsula"
East Palo Alto Tennis and Tutoring,https://volunteerinfo.org/east-palo-alto-tennis-and-tutoring/,"Through partnerships with families, schools, and the local communities, EPATT promotes leadership, discipline, hard work, and excellence among its K-12 students. Using the unique mix of one-on-one academic tutoring and tennis instruction, EPATT strives to enrich the academic, athletic, and …","Education and Literacy, Mentorship and Tutoring, Peninsula, Sports and Recreation, Youth"
Science is Elementary,https://volunteerinfo.org/science-is-elementary/,"We work to effect systemic change in elementary school science education by teaching students, training teachers, and engaging the scientific community.Want to do fun science experiments with elementary school kids? Science is Elementary (SIE) needs volunteers that love to show …","Education and Literacy, Mentorship and Tutoring, Mountain View, Palo Alto, Peninsula, Research and Science"
Boys Hope Girls Hope of San Francisco Bay Area,https://volunteerinfo.org/boys-hope-girls-hope-of-san-francisco-bay-area/,"Boys Hope Girls Hope is a nationally operated non-profit. Since 1977, Boys Hope Girls Hope has been a college preparatory and life enrichment program that serves academically motivated youth in situations of significant need. All of our students come from …","Education and Literacy, Peninsula, San Francisco, Youth"
Stanford Historical Society,https://volunteerinfo.org/stanford-historical-society/,"The Stanford Historical Society conducts oral history interviews with faculty, staff and other individuals regularly to document the history of Stanford University. As a volunteer-supported organization, we have the following volunteer opportunities: conducting interviews, copy editing, indexing, writing biographies or …","Education and Literacy, Library and Resource Centers, Museums and History, Peninsula, South Bay"
Rock-it Science,https://volunteerinfo.org/rock-it-science/,"As a nonprofit organization, Rock-it Science needs your support in order to continue bringing science to underserved schools and creating free videos for our website. Please contact us to volunteer your service or materials.","Education and Literacy, Santa Clara, South Bay, Youth"
San Mateo County Historical Association,https://volunteerinfo.org/san-mateo-county-historical-association/,"The San Mateo County Historical Association started in 1935. Dr Frank Stanger, the first executive director, goals were preserving the county’s historical sites, developing an archive for the county’s history and creating a museum dedicated to preserving reminders of the …","Education and Literacy, Museums and History, Peninsula, San Mateo County"
Carr Educational Foundation – Daraja Academy,https://volunteerinfo.org/carr-educational-foundation-daraja-academy/,"Carr Educational Foundation Our vision is to cultivate the power of personal potential – and we have launched the Daraja Academy, our first project, aimed squarely at that vision. We believe one girl can change the world. Daraja Academy is …",Education and Literacy
Mission Graduates Tutoring Center,https://volunteerinfo.org/mission-graduates-tutoring-center/,"Mission Graduates Tutoring Center believe that every child can go to college, and we are working our best to make college a reality. Starting from Kindergarten on, our Tutoring Centers infuse college-messaging into our curriculum to help students believe that …","Education and Literacy, Peninsula, San Francisco"
Youth Empowered Action (YEA) Camp,https://volunteerinfo.org/youth-empowered-action-yeacamp/,"So many issues in the modern world require attention: global warming, violence, homelessness, animal cruelty, and equality in marriage just to name a few. At Youth Empowered Action Camp young people learn to advocate for change on the issues that …","Education and Literacy, Mentorship and Tutoring, Miscellaneous, Peer Counseling, Youth"
Breakthrough Silicon Valley,https://volunteerinfo.org/breakthrough-silicon-valley/,Our dual mission is: to prepare academically motivated middle school students with limited educational opportunities for success in rigorous college-preparatory high school programs and entry into four-year colleges and to prepare outstanding high school and college students to enter careers …,"Education and Literacy, Human Services, Peninsula, South Bay"
"Schools, Mentoring and Resource Team (SMART)",https://volunteerinfo.org/schools-mentoring-and-resource-team-smart/,"SMART Mission Statement SMART provides highly motivated, financially-disadvantaged students with access to educational opportunities, personal experiences and social support services in order to foster academic excellence and community engagement. SMART Description Schools, Mentoring and Resource Team (SMART) is an educational …","Education and Literacy, Peninsula, San Francisco"
Citizen Schools,https://volunteerinfo.org/citizen-schools/,"Since its founding in Boston in 1995, Citizen Schools has been re-imagining the learning day to bring more time, more talented adults, and more relevant learning experiences to middle-school students in low-income neighborhoods. We provide: Extended learning time for middle-school …","Education and Literacy, Peninsula, Redwood City"
Building Futures Now,https://volunteerinfo.org/building-futures-now/,"Building Futures Now is a non-profit organization dedicated to opening the doors of the Bay Area’s top public and private schools to high-potential, under-served students from East Palo Alto and East Menlo Park. Through year-round, individual mentoring from third grade …","Education and Literacy, Mentorship and Tutoring, Palo Alto, Peninsula"
